Case,MayHBC,Species,Avg.Sp.Mass.g,Family,Age,Sex,Location,Disposition,Treatment.Time,Year,Season,Facility,RhbFund,Stunned.Shock,Lethargy.Weak,Concussion,Unconscious,WingFracture,Back.Spine.neck.Injury,LegFracture,Eye.Injury,Beak.Mouth.Injury,Skull.Fracture,Head.Trauma,PunctureWound,Bruising.Swelling,PelvicInjury,CoracoidFracture,Emaciated.Dehydrated,InternalBleeding,Animal.Attack.Too,Neurological,NerveDamage,Grasping.leg.impairment,BalanceIssues,UnableToFly,RespiratoryDistress,Paralysis,Infection.Sick.Parasites,Hypothermia,0.HNBN,0.WLL,0.TAB,0.UNS
2781,F,HETH,30,Turdidae,Unknown,Unknown,"Earleville, MD",Released,5,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2782,F,SWSP,19,Passerellidae,Unknown,Unknown,"Wilmington, DE",Euthanized,7,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2783,F,PAWA,10,Parulidae,Unknown,Unknown,"Newark, DE",Released,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2784,F,YRWA,12.5,Parulidae,Unknown,Unknown,"Bear, DE",Released,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2785,F,EATO,42,Passerellidae,Unknown,Unknown,"Newark, DE",Died,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2786,F,HETH,30,Turdidae,Unknown,Unknown,"Prospect Park, PA",Euthanized,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2787,F,SOSP,32.5,Passerellidae,Unknown,Unknown,"Middletown, DE",Euthanized,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2788,F,YRWA,12.5,Parulidae,Unknown,Unknown,"Oxford, PA",Euthanized,1,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2789,F,YBSA,49,Picidae,Unknown,Unknown,"Salisbury, MD",Released,2,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2790,F,BLJA,85,Corvidae,Unknown,Unknown,"Salisbury, MD",Died,2,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2791,F,AMGO,15.5,Fringillidae,Unknown,Unknown,"Middletown, DE",Euthanized,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2792,F,AMWO,197.5,Scolopacidae,Unknown,Unknown,"Philadelphia, PA",Died,4,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2793,F,CEDW,32,Bombycillidae,Unknown,Unknown,"Hockessin, DE",Died,1,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2794,F,CEDW,32,Bombycillidae,Unknown,Unknown,"Hockessin, DE",Dead on Arrival,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2795,F,PIWO,300,Picidae,Unknown,Unknown,"Kennett Square, PA",Euthanized,3,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2796,F,DEJU,24,Passerellidae,Unknown,Unknown,"Elkton, MD",Euthanized,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2797,F,CEDW,32,Bombycillidae,Unknown,Unknown,"Bear, DE",Released,12,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2798,F,SOSP,32.5,Passerellidae,Unknown,Unknown,"North East, MD",Died,1,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2799,F,COHA,410,Accipitridae,Unknown,Unknown,"Clayton, DE",Released,63,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2800,F,AMWO,197.5,Scolopacidae,Unknown,Unknown,"Ocean City, MD",Euthanized,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2801,F,DOWO,24.5,Picidae,Unknown,Unknown,"Newark, DE",Released,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2802,F,HETH,30,Turdidae,Unknown,Unknown,"Kennedyville, MD",Euthanized,0,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2803,F,HETH,30,Turdidae,Unknown,Unknown,"Newark, DE",Released,1,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2804,F,HAWO,67.5,Picidae,Unknown,Unknown,"Newark, DE",Released,1,2019,Fall,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2805,F,AMWO,197.5,Scolopacidae,Unknown,Unknown,"Rehoboth Beach, DE",Euthanized,6,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2806,F,AMWO,197.5,Scolopacidae,Unknown,Unknown,"Brigatine, NJ",Euthanized,0,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2807,F,AMWO,197.5,Scolopacidae,Unknown,Unknown,"Atlantic City, NJ",Died,1,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2808,F,MODO,133,Columbidae,Unknown,Unknown,"Wilmington, DE",Released,3,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2809,F,WTSP,27,Passerellidae,Unknown,Unknown,"Garnet Valley, PA",Released,28,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2810,F,YSFL,135,Picidae,Unknown,Unknown,"Claymont, DE",Released,19,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2811,F,EASO,182.5,Strigidae,Unknown,Unknown,"Unionville, PA",Euthanized,0,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2812,F,AMRO,81,Turdidae,Unknown,Unknown,"Landenberg, PA",Dead on Arrival,0,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2813,F,AMRO,81,Turdidae,Unknown,Unknown,"Media, PA",Released,14,2019,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2814,F,RTHA,1087,Accipitridae,Unknown,Unknown,"Wayne, PA",Euthanized,7,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2815,F,SSHA,152.5,Accipitridae,Unknown,Unknown,"Easton, DE",Euthanized,1,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2816,F,NOCA,45,Cardinalidae,Unknown,Unknown,"Wilmington, DE",Died,0,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2817,F,MODO,133,Columbidae,Unknown,Unknown,"Greenwood, DE",Euthanized,0,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2818,F,DEJU,24,Passerellidae,Unknown,Unknown,"Bear, DE",Died,0,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2819,F,AMRO,81,Turdidae,Unknown,Unknown,"Swarthmore, PA",Euthanized,23,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2820,F,EASO,182.5,Strigidae,Unknown,Unknown,"Pennsgrove, NJ",Euthanized,12,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2821,F,WTSP,27,Passerellidae,Unknown,Unknown,"Landenberg, PA",Dead on Arrival,0,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2822,F,COHA,410,Accipitridae,Unknown,Unknown,"Wilmington, DE",Released,7,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2823,F,BLJA,85,Corvidae,Unknown,Unknown,"Wilmington, DE",Died,11,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2824,F,YSFL,135,Picidae,Unknown,Unknown,"Newark, DE",Euthanized,0,2020,Winter,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2825,F,AMGO,15.5,Fringillidae,Unknown,Unknown,"Milton, DE",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2826,F,DEJU,24,Passerellidae,Unknown,Unknown,"Wilmington, DE",Died,1,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2827,F,AMGO,15.5,Fringillidae,Unknown,Unknown,"Rising Sun, MD",Died,4,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2828,F,NOCA,45,Cardinalidae,Unknown,Unknown,"Wilmington, DE",Euthanized,6,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2829,F,AMWO,197.5,Scolopacidae,Unknown,Unknown,"Newark, DE",Died,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2830,F,TUTI,22,Paridae,Unknown,Unknown,"Wilmington, DE",Euthanized,1,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2831,F,RTHA,1087,Accipitridae,Unknown,Unknown,"Hyattsville, MD",Released,11,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2832,F,NOCA,45,Cardinalidae,Unknown,Unknown,"Coatesville, PA",Euthanized,1,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2833,F,AMRO,81,Turdidae,Unknown,Unknown,"Newark, DE",Dead on Arrival,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2834,F,AMRO,81,Turdidae,Unknown,Unknown,"New Castle, DE",Released,10,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2835,F,PIWO,300,Picidae,Unknown,Unknown,"Wilmington, DE",Died,4,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2836,F,YSFL,135,Picidae,Unknown,Unknown,"Wilmington, DE",Euthanized,12,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2837,F,DOWO,24.5,Picidae,Unknown,Unknown,"Conowingo, MD",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2838,F,RBGR,44,Cardinalidae,Unknown,Unknown,"Newark, DE",Released,2,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2839,F,OVEN,22,Parulidae,Unknown,Unknown,"Newark, DE",Released,10,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2840,F,YRWA,12.5,Parulidae,Unknown,Unknown,"Newark, DE",Dead on Arrival,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2841,F,COYE,9.5,Parulidae,Unknown,Unknown,"West Chester, PA",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2842,F,HOFI,21.5,Fringillidae,Unknown,Unknown,"New Providence, PA",Released,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2843,F,HOFI,21.5,Fringillidae,Unknown,Unknown,"Newark, DE",Released,9,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2844,F,RTHU,4,Trochilidae,Unknown,Unknown,"Coatesville, PA",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2845,F,GRCA,39.9,Mimidae,Unknown,Unknown,"Landenberg, PA",Released,4,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2846,F,CEDW,32,Bombycillidae,Unknown,Unknown,"Dover, DE",Euthanized,5,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2847,F,YBCU,60,Cuculidae,Unknown,Unknown,"Newark, DE",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2848,F,BBCU,52.5,Cuculidae,Unknown,Unknown,"Downingtown, PA",Released,8,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2849,F,GRCA,39.9,Mimidae,Unknown,Unknown,"Hockessin, DE",Died,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2850,F,HOFI,21.5,Fringillidae,Unknown,Unknown,"Smyrna, DE",Died,2,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2851,F,PIWO,300,Picidae,Unknown,Unknown,"Milford, DE",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2852,F,MODO,133,Columbidae,Unknown,Unknown,"Newark, DE",Dead on Arrival,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2853,F,OVEN,22,Parulidae,Unknown,Unknown,"Havre De Grace, MD",Euthanized,1,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2854,F,AMRE,7.5,Parulidae,Unknown,Unknown,"Philadelphia, PA",Released,1,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2855,F,HAWO,67.5,Picidae,Unknown,Unknown,"Hockessin, DE",Died,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2856,F,HAWO,67.5,Picidae,Unknown,Unknown,"Newark, DE",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2857,F,MODO,133,Columbidae,Unknown,Unknown,"Easton, DE",Euthanized,2,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2858,F,DOWO,24.5,Picidae,Unknown,Unknown,"Limerick, PA",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2859,F,ACFL,12.5,Tyrannidae,Unknown,Unknown,"Conowingo, MD",Released,1,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2860,F,DOWO,24.5,Picidae,Unknown,Unknown,"Newark, DE",Released,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2861,F,DOWO,24.5,Picidae,Unknown,Unknown,"Bear, DE",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2862,F,DOWO,24.5,Picidae,Unknown,Unknown,"Berlin, MD",Euthanized,0,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2863,F,AMRO,81,Turdidae,Unknown,Unknown,"Aston, PA",Released,2,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2864,F,EAWP,15.5,Tyrannidae,Unknown,Unknown,"Newark, DE",Euthanized,1,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2865,F,MODO,133,Columbidae,Unknown,Unknown,"Rising Sun, MD",Released,10,2020,Spring,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2866,F,DOWO,24.5,Picidae,Unknown,Unknown,"Aberdeen, MD",Euthanized,0,2020,Summer,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2867,F,MODO,133,Columbidae,Unknown,Unknown,"Newark, DE",Euthanized,0,2020,Summer,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2868,F,TUTI,22,Paridae,Unknown,Unknown,"Newark, DE",Died,0,2020,Summer,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
2869,F,BARS,18.5,Hirundinidae,Unknown,Unknown,"Clayton, DE",Died,1,2020,Summer,Organization,1322376,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA
